Breed,Sterilized,Dewormed,Vaccinated,Health Status,Fur Length,Maturity Size,Gender,Type,Adopted,Age Bins,Videos,Photos,AdoptionSpeed,Primary Color,Secondary Color,Tertiary Color
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,14,3,Black,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,5,3,Black,Brown,White
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,3,Black,Brown,
Domestic Medium Hair,Not Sure,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,6,2,Yellow,White,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[24,60]",0,3,3,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Small,Large,Male,Cat,Yes,"[0,2]",0,5,2,Black,White,
Domestic Short Hair,Yes,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,7,1,White,,
Domestic Medium Hair,Not Sure,Not Sure,Not Sure,Healthy,Long,Large,Male,Cat,No,"[24,60]",0,4,4,Black,Gray,White
Domestic Short Hair,No,No,No,Minor Injury,Small,Small,Female,Cat,No,"[6,12]",0,1,4,Brown,Gray,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,2,3,Brown,Cream,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Small,Male,Dog,Yes,"[6,12]",0,3,2,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,4,3,Black,Brown,White
Persian,No,No,No,Healthy,Long,Medium,Female,Cat,Yes,"[0,2]",0,7,2,Gray,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,2,3,Gray,White,
Rottweiler,Yes,Yes,Yes,Healthy,Small,Large,Male,Dog,Yes,"[60,255]",0,3,3,Black,Brown,
Yellow Labrador Retriever,No,Not Sure,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,3,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,4,2,Black,Brown,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,5,1,Black,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",0,1,2,Black,Cream,White
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[12,24]",0,3,4,Yellow,White,
Shih Tzu,Yes,Yes,Yes,Healthy,Medium,Small,Male,Dog,Yes,"[24,60]",0,6,1,Cream,,
Jack Russell Terrier,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[12,24]",0,1,1,White,,
Poodle,Yes,Yes,No,Healthy,Small,Small,Male,Dog,Yes,"[6,12]",0,1,2,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[6,12]",0,4,4,Brown,,
English Bulldog,No,Yes,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[60,255]",0,4,3,Brown,White,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,5,3,Cream,Gray,White
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,1,1,Golden,Gray,White
Domestic Medium Hair,No,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,4,3,Cream,White,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,5,1,Black,Brown,Golden
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,12,2,Black,Cream,White
Shih Tzu,No,Not Sure,Not Sure,Serious Injury,Medium,Small,Male,Dog,Yes,"[24,60]",0,5,2,Gray,White,
Siamese,No,Yes,No,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,1,1,White,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,5,2,Brown,,
Domestic Long Hair,No,No,No,Healthy,Long,Small,Mixed,Cat,No,"[6,12]",0,1,4,Black,Yellow,Gray
Domestic Medium Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,1,1,Black,White,
Poodle,Not Sure,Not Sure,Not Sure,Healthy,Medium,Small,Male,Dog,Yes,"[6,12]",0,0,0,Brown,,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Mixed,Cat,Yes,"[3,6]",0,5,1,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,4,2,Black,Brown,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Mixed,Dog,No,"[3,6]",0,8,4,Brown,Golden,White
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[0,2]",1,7,1,Black,Yellow,Gray
Domestic Medium Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[12,24]",0,5,3,Black,,
Mixed Breed,Yes,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Dog,Yes,"[12,24]",0,1,3,Brown,Golden,Yellow
Tabby,No,Yes,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[3,6]",0,1,1,Black,Golden,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Mixed,Cat,No,"[0,2]",0,1,4,Black,Golden,
Mixed Breed,Not Sure,Not Sure,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,1,3,Brown,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,3,2,Golden,,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[3,6]",0,15,4,Black,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Mixed,Cat,Yes,"[3,6]",0,4,3,Gray,,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,5,2,Black,Brown,
Corgi,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[24,60]",0,4,4,Cream,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",1,4,1,Cream,White,
Domestic Medium Hair,No,Yes,Yes,Minor Injury,Medium,Large,Male,Cat,Yes,"[6,12]",0,3,3,Yellow,White,
Bengal,No,Yes,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,3,1,Black,Golden,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,No,"[0,2]",1,4,4,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[3,6]",0,10,3,Brown,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,2,Brown,,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Small,Small,Male,Dog,Yes,"[3,6]",0,1,3,Brown,Cream,
Pomeranian,No,Yes,Yes,Healthy,Long,Small,Male,Dog,Yes,"[60,255]",0,5,2,Brown,Golden,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[6,12]",0,3,0,Brown,Yellow,Cream
Jack Russell Terrier,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[24,60]",0,2,2,Brown,White,
Abyssinian,Not Sure,Not Sure,Not Sure,Healthy,Long,Medium,Female,Cat,Yes,"[0,2]",0,3,1,Yellow,Cream,White
Domestic Medium Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,6,2,Black,Gray,White
Mixed Breed,Not Sure,Yes,Yes,Healthy,Small,Large,Male,Dog,No,"[60,255]",0,5,4,Brown,,
Tabby,No,Yes,No,Healthy,Medium,Small,Male,Cat,Yes,"[3,6]",0,3,2,Brown,Gray,
Mixed Breed,No,No,No,Healthy,Long,Medium,Male,Dog,Yes,"[0,2]",0,6,0,Black,Brown,White
American Shorthair,No,No,No,Minor Injury,Medium,Medium,Male,Cat,No,"[12,24]",0,5,4,Black,White,
Spitz,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[6,12]",0,7,4,Black,Brown,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[0,2]",0,1,2,Gray,White,
Domestic Medium Hair,No,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,7,1,Black,Brown,Gray
Rottweiler,Not Sure,Not Sure,Not Sure,Healthy,Small,Large,Male,Dog,No,"[24,60]",0,1,4,Black,,
Domestic Short Hair,Yes,Not Sure,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[12,24]",0,2,1,Black,Yellow,Cream
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,4,4,Black,White,
Mixed Breed,No,Yes,No,Serious Injury,Medium,Medium,Female,Dog,No,"[3,6]",0,0,4,Black,Brown,
Australian Terrier,Not Sure,Yes,Not Sure,Healthy,Medium,Small,Female,Dog,Yes,"[12,24]",0,4,3,Cream,,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,2,1,Black,Brown,White
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Mixed,Cat,No,"[3,6]",0,4,4,Black,Gray,White
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,3,1,Black,,
Shih Tzu,Not Sure,Not Sure,Not Sure,Minor Injury,Long,Small,Male,Dog,No,"[12,24]",0,5,4,Black,Brown,
French Bulldog,Not Sure,No,No,Minor Injury,Small,Small,Female,Dog,Yes,"[24,60]",0,1,1,Yellow,,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,3,2,Yellow,,
Domestic Short Hair,No,No,No,Healthy,Medium,Medium,Female,Cat,Yes,"[0,2]",0,3,2,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,No,"[6,12]",0,5,4,Black,Brown,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[12,24]",0,1,3,Black,Brown,Yellow
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,No,"[24,60]",0,2,4,Black,White,
American Shorthair,Yes,No,No,Healthy,Small,Small,Female,Cat,No,"[0,2]",0,4,4,White,,
Tabby,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,13,2,Brown,Golden,White
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,1,1,Black,Cream,White
Terrier,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,7,2,Brown,White,
Shih Tzu,No,No,No,Healthy,Medium,Medium,Mixed,Dog,Yes,"[0,2]",0,0,1,Black,White,
Domestic Medium Hair,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Cat,Yes,"[3,6]",0,5,2,White,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[6,12]",0,3,4,Brown,White,
Domestic Long Hair,No,No,No,Healthy,Long,Small,Female,Cat,Yes,"[0,2]",0,2,1,Black,Gray,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,6,4,Brown,,
Domestic Medium Hair,No,Yes,Yes,Minor Injury,Medium,Medium,Male,Cat,Yes,"[0,2]",0,9,2,White,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[6,12]",0,2,4,Brown,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,3,4,Brown,,
Siamese,Yes,Yes,Not Sure,Healthy,Small,Small,Mixed,Cat,No,"[12,24]",0,4,4,Black,Golden,Gray
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",2,3,4,Brown,Cream,
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",1,9,1,Golden,Gray,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,No,"[3,6]",0,3,4,Cream,,
Singapura,No,No,No,Healthy,Medium,Medium,Mixed,Cat,No,"[3,6]",0,1,4,Black,Brown,Yellow
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",3,4,2,Brown,,
Mixed Breed,No,Yes,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,3,Black,Brown,
Shih Tzu,Yes,Yes,Yes,Healthy,Long,Small,Male,Dog,Yes,"[60,255]",0,3,2,Brown,Gray,White
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,12,3,Black,Brown,White
Mixed Breed,No,Yes,No,Healthy,Small,Large,Female,Dog,Yes,"[0,2]",0,4,3,White,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",1,14,2,White,,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,3,1,Golden,White,
Domestic Short Hair,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,5,1,White,,
Domestic Long Hair,No,Yes,No,Healthy,Medium,Medium,Male,Cat,Yes,"[0,2]",0,6,3,Black,Brown,Gray
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,4,2,Black,Gray,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,9,1,Black,White,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[24,60]",0,2,3,Black,Brown,Cream
Siamese,No,No,No,Healthy,Medium,Small,Mixed,Cat,Yes,"[0,2]",0,8,1,Black,Golden,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,7,1,White,,
Spitz,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[0,2]",0,3,4,Brown,,
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,3,1,Black,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[3,6]",0,2,3,Cream,,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",1,5,2,Black,Brown,
Bullmastiff,Yes,Yes,Yes,Healthy,Small,Large,Male,Dog,Yes,"[12,24]",0,2,1,Brown,,
Boston Terrier,No,Yes,No,Healthy,Small,Small,Female,Dog,Yes,"[0,2]",0,9,2,Yellow,Cream,
Domestic Short Hair,No,No,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[12,24]",0,1,1,Brown,Cream,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,2,1,Black,Brown,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,1,1,Brown,,
American Curl,Yes,Yes,Yes,Healthy,Long,Medium,Female,Cat,Yes,"[24,60]",1,10,3,Brown,Gray,White
Domestic Medium Hair,No,Yes,Yes,Healthy,Medium,Small,Mixed,Cat,Yes,"[3,6]",0,0,3,Black,Golden,White
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Female,Dog,No,"[0,2]",0,3,4,Black,Brown,Cream
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,2,1,Cream,,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[12,24]",0,3,4,Black,Cream,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,5,3,Golden,White,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Male,Cat,No,"[3,6]",0,8,4,Gray,White,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,4,3,Black,Cream,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",1,8,2,Brown,Golden,Gray
Miniature Pinscher,No,Not Sure,Not Sure,Healthy,Small,Small,Female,Dog,Yes,"[24,60]",0,0,2,Brown,,
Miniature Pinscher,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[6,12]",0,5,1,Black,Brown,
Tabby,No,No,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,9,1,Black,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,1,1,Golden,,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,8,2,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,No,"[3,6]",0,2,4,Black,Brown,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Mixed,Cat,Yes,"[3,6]",0,9,3,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[3,6]",0,4,2,Black,Gray,White
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,6,2,Black,Cream,
Shiba Inu,Not Sure,Not Sure,Not Sure,Healthy,Small,Large,Male,Dog,Yes,"[3,6]",0,3,2,Brown,Cream,
Mixed Breed,Not Sure,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,7,3,Black,Yellow,
Domestic Short Hair,No,Yes,No,Healthy,Small,Large,Mixed,Cat,Yes,"[24,60]",0,4,3,Black,Yellow,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,1,2,Brown,Golden,Yellow
Mixed Breed,No,No,No,Healthy,Medium,Medium,Female,Dog,Yes,"[0,2]",0,4,2,Black,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,2,3,Black,Brown,Gray
Domestic Short Hair,No,Not Sure,No,Healthy,Small,Small,Female,Cat,No,"[3,6]",0,5,4,Black,Brown,Golden
Domestic Short Hair,No,No,No,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,2,2,Cream,,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,6,3,Golden,,
Domestic Short Hair,Yes,Not Sure,Not Sure,Healthy,Small,Medium,Male,Cat,Yes,"[24,60]",0,2,2,Gray,White,
Mixed Breed,Not Sure,No,No,Healthy,Medium,Medium,Female,Dog,No,"[3,6]",0,2,4,Black,Brown,Golden
Domestic Medium Hair,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,No,"[3,6]",0,3,4,Cream,,
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Medium,Female,Cat,Yes,"[0,2]",2,4,2,Brown,Cream,White
Domestic Short Hair,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,3,2,Black,Brown,White
Calico,Yes,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[6,12]",0,3,1,Black,Yellow,White
Tabby,Not Sure,Not Sure,Not Sure,Healthy,Small,Medium,Male,Cat,Yes,"[3,6]",0,4,2,Yellow,White,
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,No,"[0,2]",0,4,4,Black,Brown,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[0,2]",0,4,2,Black,Brown,
Mixed Breed,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[6,12]",0,6,4,Brown,White,
Mixed Breed,Not Sure,Yes,Not Sure,Healthy,Medium,Medium,Female,Dog,Yes,"[24,60]",0,1,3,Black,Brown,White
Domestic Medium Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Cat,Yes,"[12,24]",0,2,2,Black,Brown,Gray
Tabby,Yes,Not Sure,Not Sure,Healthy,Small,Medium,Female,Cat,No,"[24,60]",0,2,4,White,,
Mixed Breed,No,No,No,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,1,3,Black,Brown,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[12,24]",0,1,3,Black,White,
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Small,Female,Cat,Yes,"[6,12]",0,4,3,Golden,Yellow,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,1,1,Black,Gray,White
Mixed Breed,No,No,No,Minor Injury,Small,Large,Female,Dog,No,"[6,12]",0,2,4,Black,,
Domestic Long Hair,No,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,3,1,Gray,White,
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",0,4,2,Golden,Yellow,
Mixed Breed,Yes,Not Sure,Yes,Healthy,Small,Medium,Male,Dog,No,"[3,6]",0,1,4,Brown,,
Poodle,Yes,Yes,Yes,Healthy,Small,Small,Male,Dog,Yes,"[24,60]",0,1,1,White,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,Yes,"[3,6]",0,5,2,Black,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,4,2,Black,Brown,
German Shepherd Dog,No,No,No,Healthy,Small,Large,Male,Dog,Yes,"[3,6]",0,1,2,Cream,Gray,
Dachshund,Not Sure,Not Sure,Not Sure,Healthy,Medium,Small,Mixed,Dog,No,"[0,2]",0,2,4,Black,Brown,Cream
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,7,2,Black,Yellow,White
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Male,Cat,No,"[0,2]",0,1,4,Black,Golden,
Calico,No,No,No,Healthy,Medium,Medium,Mixed,Cat,Yes,"[0,2]",1,10,1,Yellow,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,1,2,Brown,,
Mixed Breed,No,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[0,2]",0,4,1,Black,Brown,
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,3,4,Black,White,
Domestic Short Hair,No,Yes,No,Healthy,Small,Medium,Male,Cat,Yes,"[0,2]",0,10,2,Golden,Cream,
Terrier,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[3,6]",0,2,2,Brown,,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Dog,No,"[24,60]",0,1,4,Black,,
Domestic Long Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,3,0,Black,Brown,Yellow
Black Labrador Retriever,No,Not Sure,Not Sure,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",0,2,3,Black,White,
Cocker Spaniel,No,Yes,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,5,2,Black,,
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[12,24]",0,4,3,Brown,Golden,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,6,2,Yellow,White,
Ragdoll,No,Yes,No,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,2,2,Yellow,Gray,White
Domestic Long Hair,No,Yes,No,Healthy,Long,Large,Male,Cat,Yes,"[3,6]",0,4,1,Brown,White,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,2,Brown,White,
Golden Retriever,No,Yes,Yes,Healthy,Medium,Medium,Female,Dog,Yes,"[24,60]",0,3,1,Brown,Golden,
Mixed Breed,Not Sure,Not Sure,Not Sure,Healthy,Medium,Medium,Male,Dog,No,"[60,255]",0,2,4,Brown,Cream,White
Mixed Breed,No,No,No,Minor Injury,Small,Small,Male,Dog,Yes,"[3,6]",0,9,2,Black,Brown,White
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,2,4,Black,,
Domestic Short Hair,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[0,2]",0,2,2,Brown,Golden,Yellow
Domestic Medium Hair,No,No,No,Healthy,Medium,Medium,Mixed,Cat,No,"[3,6]",0,1,4,Black,Yellow,White
Domestic Short Hair,No,No,No,Healthy,Small,Small,Mixed,Cat,Yes,"[0,2]",0,7,1,Cream,White,
Domestic Medium Hair,Not Sure,Not Sure,Not Sure,Healthy,Medium,Small,Female,Cat,Yes,"[3,6]",0,6,3,Black,Yellow,White
Beagle,Yes,Yes,Yes,Healthy,Small,Medium,Male,Dog,No,"[12,24]",0,2,4,Black,Brown,White
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[0,2]",1,10,3,Black,Brown,
Mixed Breed,No,No,No,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,2,2,Black,Brown,
Mixed Breed,No,No,No,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,8,1,Black,Cream,
Domestic Long Hair,No,No,No,Healthy,Long,Small,Female,Cat,Yes,"[0,2]",0,5,0,Black,Brown,Gray
Golden Retriever,Not Sure,Yes,Not Sure,Healthy,Small,Medium,Female,Dog,Yes,"[12,24]",0,3,3,Golden,Cream,
Domestic Short Hair,Yes,Yes,Yes,Healthy,Medium,Medium,Female,Cat,Yes,"[3,6]",0,2,1,Brown,Yellow,
Mixed Breed,No,No,No,Healthy,Small,Large,Mixed,Dog,Yes,"[3,6]",0,1,2,Brown,,
Saint Bernard,No,No,Yes,Minor Injury,Medium,xtra Large,Female,Dog,Yes,"[3,6]",0,4,1,Black,White,
Domestic Short Hair,No,Yes,No,Healthy,Medium,Medium,Male,Cat,No,"[12,24]",1,4,4,Brown,Golden,White
Siamese,No,Yes,No,Healthy,Small,Small,Male,Cat,No,"[3,6]",0,5,4,Black,Brown,White
Domestic Short Hair,No,Yes,Yes,Healthy,Small,Medium,Female,Cat,Yes,"[3,6]",0,6,1,Black,Brown,Cream
Domestic Short Hair,No,Yes,No,Healthy,Small,Large,Mixed,Cat,Yes,"[0,2]",0,3,0,Cream,White,
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,No,"[3,6]",0,2,4,Black,,
Mixed Breed,No,Yes,No,Healthy,Small,Large,Male,Dog,Yes,"[0,2]",0,1,1,White,,
Domestic Medium Hair,No,Yes,No,Healthy,Medium,Small,Female,Cat,No,"[3,6]",0,3,4,Black,Brown,White
Mixed Breed,Yes,Yes,Yes,Healthy,Medium,Medium,Male,Dog,Yes,"[24,60]",0,13,3,Black,Brown,Golden
Mixed Breed,No,Yes,No,Healthy,Small,Medium,Male,Dog,Yes,"[3,6]",0,3,1,Cream,,
Mixed Breed,No,No,No,Healthy,Small,Medium,Mixed,Dog,Yes,"[0,2]",0,4,1,Black,Cream,White
Siamese,No,Yes,No,Healthy,Small,Small,Female,Cat,Yes,"[3,6]",0,1,1,Black,Cream,Gray
Mixed Breed,No,Yes,Yes,Healthy,Small,Medium,Female,Dog,Yes,"[0,2]",0,3,1,Brown,White,
